CustomerID,Recency,Frequency,Monetary,AvgOrderValue,Country,R_score,F_score,M_score,RFM_score,RFM_Segment
17389,1,61,57224.68,938.11,United Kingdom,5,5,5,15,Champion
17850,373,155,56600.08,365.16,United Kingdom,2,5,5,12,Loyal
12748,1,336,56599.39,168.45,United Kingdom,5,5,5,15,Champion
13777,1,61,56478.42,925.88,United Kingdom,5,5,5,15,Champion
13093,276,55,54943.65,998.98,United Kingdom,2,5,5,12,Loyal
13408,2,106,51733.46,488.05,United Kingdom,5,5,5,15,Champion
17404,5,23,47781.12,2077.44,Sweden,5,5,5,15,Champion
13881,4,43,45179.1,1050.68,United Kingdom,5,5,5,15,Champion
15749,236,3,44534.3,14844.77,United Kingdom,2,3,5,10,Loyal
16705,1,42,43515.05,1036.07,United Kingdom,5,5,5,15,Champion
14031,8,44,40999.17,931.8,United Kingdom,5,5,5,15,Champion
15039,10,93,40031.43,430.45,United Kingdom,5,5,5,15,Champion
17381,9,38,40002.37,1052.69,United Kingdom,5,5,5,15,Champion
12471,3,79,39963.79,505.87,Germany,5,5,5,15,Champion
15098,183,3,39916.5,13305.5,United Kingdom,3,3,5,11,Loyal
16210,2,35,38489.51,1099.7,United Kingdom,5,5,5,15,Champion
17675,2,70,38259.6,546.57,United Kingdom,5,5,5,15,Champion
17677,2,54,36692.91,679.5,United Kingdom,5,5,5,15,Champion
12921,10,74,35921.04,485.42,United Kingdom,5,5,5,15,Champion
13767,3,73,35540.53,486.86,United Kingdom,5,5,5,15,Champion
12678,43,21,34281.18,1632.44,France,4,5,5,14,Champion
15856,5,52,34220.34,658.08,United Kingdom,5,5,5,15,Champion
13902,633,5,34095.26,6819.05,Denmark,1,4,5,10,Loyal
16779,3,53,33268.24,627.7,United Kingdom,5,5,5,15,Champion
14258,10,25,32051.34,1282.05,United Kingdom,5,5,5,15,Champion
17428,1,45,31819.76,707.11,United Kingdom,5,5,5,15,Champion
12709,16,34,31093.34,914.51,Germany,5,5,5,15,Champion
12681,15,45,30868.28,685.96,France,5,5,5,15,Champion
14606,2,192,30861.06,160.73,United Kingdom,5,5,5,15,Champion
17940,50,16,30393.19,1899.57,United Kingdom,4,5,5,14,Champion
13078,4,57,29532.45,518.11,United Kingdom,5,5,5,15,Champion
13098,2,28,28882.44,1031.52,United Kingdom,5,5,5,15,Champion
17857,5,24,28682.24,1195.09,United Kingdom,5,5,5,15,Champion
14527,3,122,27792.3,227.81,United Kingdom,5,5,5,15,Champion
15513,34,35,27750.55,792.87,United Kingdom,4,5,5,14,Champion
16333,8,22,26626.8,1210.31,United Kingdom,5,5,5,15,Champion
17865,31,46,26374.39,573.36,United Kingdom,4,5,5,14,Champion
18251,88,9,26278.86,2919.87,United Kingdom,3,5,5,13,Champion
13802,139,19,26259.11,1382.06,United Kingdom,3,5,5,13,Champion
15498,3,44,26039.58,591.81,United Kingdom,5,5,5,15,Champion
12731,24,17,25775.71,1516.22,France,4,5,5,14,Champion
14062,10,24,25604.2,1066.84,United Kingdom,5,5,5,15,Champion
12744,52,11,25317.06,2301.55,Singapore,4,5,5,14,Champion
12939,65,20,25264.8,1263.24,United Kingdom,3,5,5,13,Champion
14895,8,38,25119.54,661.04,United Kingdom,5,5,5,15,Champion
12621,2,35,24775.81,707.88,Germany,5,5,5,15,Champion
16525,3,48,24582.64,512.14,United Kingdom,5,5,5,15,Champion
17920,5,54,24516.46,454.01,United Kingdom,5,5,5,15,Champion
13001,5,33,24172.1,732.49,United Kingdom,5,5,5,15,Champion
14607,16,22,24137.63,1097.17,United Kingdom,5,5,5,15,Champion
12682,4,52,24033.91,462.19,France,5,5,5,15,Champion
15640,5,29,23957.58,826.12,United Kingdom,5,5,5,15,Champion
12482,577,29,23691.4,816.94,Sweden,1,5,5,11,Loyal
12409,79,7,23419.29,3345.61,Switzerland,3,4,5,12,Loyal
16133,4,56,22992.26,410.58,United Kingdom,5,5,5,15,Champion
14063,439,9,22710.2,2523.36,United Kingdom,1,5,5,11,Loyal
14051,1,37,22434.0,606.32,United Kingdom,5,5,5,15,Champion
17340,30,18,22404.82,1244.71,United Kingdom,4,5,5,14,Champion
16839,9,44,22310.49,507.06,United Kingdom,5,5,5,15,Champion
12540,20,33,22254.49,674.38,Spain,4,5,5,14,Champion
15159,2,34,22116.73,650.49,United Kingdom,5,5,5,15,Champion
13340,46,12,22100.56,1841.71,United Kingdom,4,5,5,14,Champion
13319,6,58,22082.5,380.73,United Kingdom,5,5,5,15,Champion
14667,11,54,21927.14,406.06,United Kingdom,5,5,5,15,Champion
12753,23,6,21429.39,3571.57,Japan,4,4,5,13,Champion
15615,11,47,21373.97,454.77,United Kingdom,5,5,5,15,Champion
17243,2,69,20889.86,302.75,United Kingdom,5,5,5,15,Champion
14866,11,19,20850.22,1097.38,United Kingdom,5,5,5,15,Champion
17706,5,31,20749.98,669.35,United Kingdom,5,5,5,15,Champion
12433,1,10,20581.26,2058.13,Norway,5,5,5,15,Champion
15251,10,21,20324.54,967.84,United Kingdom,5,5,5,15,Champion
12477,23,9,20276.37,2252.93,Germany,4,5,5,14,Champion
18008,71,23,19787.13,860.31,United Kingdom,3,5,5,13,Champion
17139,16,25,19584.46,783.38,United Kingdom,5,5,5,15,Champion
16843,43,35,19571.43,559.18,United Kingdom,4,5,5,14,Champion
17581,1,43,18757.75,436.23,United Kingdom,5,5,5,15,Champion
12557,17,8,18716.14,2339.52,Spain,5,5,5,15,Champion
14194,5,36,18670.59,518.63,United Kingdom,5,5,5,15,Champion
13113,1,37,18625.73,503.4,United Kingdom,5,5,5,15,Champion
15808,307,21,18409.93,876.66,United Kingdom,2,5,5,12,Loyal
17377,24,78,18319.41,234.86,United Kingdom,4,5,5,14,Champion
12357,34,3,18287.66,6095.89,Switzerland,4,3,5,12,Loyal
16746,5,42,18066.4,430.15,United Kingdom,5,5,5,15,Champion
12647,23,36,17924.35,497.9,Germany,4,5,5,14,Champion
12472,33,19,17880.59,941.08,Germany,4,5,5,14,Champion
15078,8,53,17761.88,335.13,United Kingdom,5,5,5,15,Champion
12901,9,28,17654.54,630.52,United Kingdom,5,5,5,15,Champion
14952,60,32,17629.35,550.92,United Kingdom,3,5,5,13,Champion
16652,59,16,17550.39,1096.9,United Kingdom,4,5,5,14,Champion
15189,2,46,17524.38,380.96,United Kingdom,5,5,5,15,Champion
18172,15,52,17479.84,336.15,United Kingdom,5,5,5,15,Champion
16019,47,27,17465.85,646.88,United Kingdom,4,5,5,14,Champion
15523,85,16,17359.99,1085.0,United Kingdom,3,5,5,13,Champion
13027,114,19,17335.2,912.38,United Kingdom,3,5,5,13,Champion
17416,30,22,17298.45,786.29,United Kingdom,4,5,5,14,Champion
13564,145,37,17249.55,466.2,United Kingdom,3,5,5,13,Champion
17735,3,26,17244.93,663.27,United Kingdom,5,5,5,15,Champion
14277,16,9,17225.81,1913.98,France,5,5,5,15,Champion
15358,5,42,17050.41,405.96,United Kingdom,5,5,5,15,Champion
15125,26,24,17024.87,709.37,United Kingdom,4,5,5,14,Champion
16656,23,30,16833.17,561.11,United Kingdom,4,5,5,14,Champion
12454,57,5,16679.78,3335.96,Spain,4,4,5,13,Champion
16553,164,33,16644.01,504.36,United Kingdom,3,5,5,13,Champion
13199,4,67,16432.89,245.27,United Kingdom,5,5,5,15,Champion
14961,11,22,16410.15,745.92,United Kingdom,5,5,5,15,Champion
13225,4,16,16260.07,1016.25,United Kingdom,5,5,5,15,Champion
16180,101,13,16249.87,1249.99,United Kingdom,3,5,5,13,Champion
12980,158,21,16245.78,773.61,United Kingdom,3,5,5,13,Champion
15044,20,35,16204.33,462.98,United Kingdom,4,5,5,14,Champion
14733,17,15,16184.97,1079.0,United Kingdom,5,5,5,15,Champion
18092,3,18,16179.44,898.86,United Kingdom,5,5,5,15,Champion
17107,34,10,16075.42,1607.54,United Kingdom,4,5,5,14,Champion
12971,4,116,15972.79,137.7,United Kingdom,5,5,5,15,Champion
17716,23,24,15956.97,664.87,United Kingdom,4,5,5,14,Champion
14769,3,17,15771.88,927.76,United Kingdom,5,5,5,15,Champion
14849,22,43,15763.45,366.59,United Kingdom,4,5,5,14,Champion
16191,3,24,15688.02,653.67,United Kingdom,5,5,5,15,Champion
15768,116,34,15601.09,458.86,United Kingdom,3,5,5,13,Champion
13488,18,23,15587.88,677.73,United Kingdom,5,5,5,15,Champion
12949,31,22,15526.7,705.76,United Kingdom,4,5,5,14,Champion
15601,12,30,14960.12,498.67,United Kingdom,5,5,5,15,Champion
14543,29,39,14906.77,382.22,United Kingdom,4,5,5,14,Champion
18087,99,17,14761.52,868.32,United Kingdom,3,5,5,13,Champion
16126,30,15,14646.8,976.45,United Kingdom,4,5,5,14,Champion
17133,16,12,14622.33,1218.53,United Kingdom,5,5,5,15,Champion
16873,5,12,14617.39,1218.12,United Kingdom,5,5,5,15,Champion
15482,16,19,14592.56,768.03,United Kingdom,5,5,5,15,Champion
16713,19,32,14560.69,455.02,United Kingdom,5,5,5,15,Champion
17448,498,46,14556.97,316.46,United Kingdom,1,5,5,11,Loyal
14299,9,27,14499.49,537.02,United Kingdom,5,5,5,15,Champion
12583,3,27,14447.44,535.09,France,5,5,5,15,Champion
15093,19,23,14326.11,622.87,United Kingdom,5,5,5,15,Champion
12476,16,23,14115.41,613.71,Germany,5,5,5,15,Champion
17017,3,29,14110.61,486.57,United Kingdom,5,5,5,15,Champion
15005,16,56,14106.2,251.9,United Kingdom,5,5,5,15,Champion
13090,9,24,14103.09,587.63,United Kingdom,5,5,5,15,Champion
12714,10,12,14093.71,1174.48,France,5,5,5,15,Champion
13178,27,21,14059.19,669.49,United Kingdom,4,5,5,14,Champion
17589,61,18,14049.87,780.55,United Kingdom,3,5,5,13,Champion
18223,5,26,14000.85,538.49,United Kingdom,5,5,5,15,Champion
15502,16,14,13993.47,999.53,United Kingdom,5,5,5,15,Champion
12435,80,6,13925.93,2320.99,Denmark,3,4,5,12,Loyal
15760,631,2,13916.34,6958.17,Norway,1,3,5,9,At-Risk
16558,1,38,13873.51,365.09,United Kingdom,5,5,5,15,Champion
15291,26,40,13846.56,346.16,United Kingdom,4,5,5,14,Champion
15032,257,8,13780.65,1722.58,United Kingdom,2,4,5,11,Loyal
15382,15,12,13733.55,1144.46,United Kingdom,5,5,5,15,Champion
12567,23,15,13709.86,913.99,France,4,5,5,14,Champion
12989,4,33,13551.75,410.66,United Kingdom,5,5,5,15,Champion
13468,2,72,13390.51,185.98,United Kingdom,5,5,5,15,Champion
13097,33,28,13389.22,478.19,United Kingdom,4,5,5,14,Champion
16923,13,32,13378.36,418.07,United Kingdom,5,5,5,15,Champion
15738,19,41,13372.97,326.17,United Kingdom,5,5,5,15,Champion
13629,24,19,13370.86,703.73,United Kingdom,4,5,5,14,Champion
13969,8,35,13365.87,381.88,United Kingdom,5,5,5,15,Champion
14049,17,13,13239.03,1018.39,United Kingdom,5,5,5,15,Champion
13316,38,10,13191.57,1319.16,United Kingdom,4,5,5,14,Champion
16549,11,34,13182.19,387.71,United Kingdom,5,5,5,15,Champion
13668,3,35,13089.94,374.0,United Kingdom,5,5,5,15,Champion
18225,4,26,13054.26,502.09,United Kingdom,5,5,5,15,Champion
14110,4,33,12987.95,393.57,United Kingdom,5,5,5,15,Champion
16161,2,43,12831.8,298.41,United Kingdom,5,5,5,15,Champion
13952,218,14,12823.52,915.97,United Kingdom,2,5,5,12,Loyal
17858,6,30,12797.65,426.59,United Kingdom,5,5,5,15,Champion
12683,5,21,12696.78,604.61,France,5,5,5,15,Champion
12437,2,39,12683.4,325.22,France,5,5,5,15,Champion
12451,11,8,12669.88,1583.74,Switzerland,5,4,5,14,Champion
15465,20,32,12655.65,395.49,United Kingdom,5,5,5,15,Champion
14040,41,35,12645.57,361.3,United Kingdom,4,5,5,14,Champion
13013,2,29,12625.77,435.37,United Kingdom,5,5,5,15,Champion
12536,44,3,12601.83,4200.61,France,4,3,5,12,Loyal
16814,15,36,12499.71,347.21,United Kingdom,5,5,5,15,Champion
15194,4,28,12427.69,443.85,United Kingdom,5,5,5,15,Champion
12474,18,31,12424.45,400.79,Germany,5,5,5,15,Champion
14936,34,12,12410.81,1034.23,Channel Islands,4,5,5,14,Champion
16000,3,3,12393.7,4131.23,United Kingdom,5,3,5,13,Champion
12481,23,15,12361.39,824.09,Germany,4,5,5,14,Champion
13050,15,35,12344.53,352.7,United Kingdom,5,5,5,15,Champion
14739,5,25,12287.5,491.5,United Kingdom,5,5,5,15,Champion
13854,9,39,12253.96,314.2,United Kingdom,5,5,5,15,Champion
14735,4,56,12240.16,218.57,United Kingdom,5,5,5,15,Champion
13418,12,31,12233.6,394.63,United Kingdom,5,5,5,15,Champion
15023,4,20,12170.68,608.53,United Kingdom,5,5,5,15,Champion
15144,9,29,12160.31,419.32,United Kingdom,5,5,5,15,Champion
17338,18,17,12142.57,714.27,United Kingdom,5,5,5,15,Champion
15555,13,36,12112.35,336.45,United Kingdom,5,5,5,15,Champion
14415,2,23,12091.6,525.72,United Kingdom,5,5,5,15,Champion
17364,1,28,12070.42,431.09,United Kingdom,5,5,5,15,Champion
14505,18,19,12001.84,631.68,United Kingdom,5,5,5,15,Champion
17044,26,12,11962.3,996.86,United Kingdom,4,5,5,14,Champion
13458,8,16,11959.27,747.45,United Kingdom,5,5,5,15,Champion
16258,46,15,11942.52,796.17,United Kingdom,4,5,5,14,Champion
16523,2,28,11916.33,425.58,United Kingdom,5,5,5,15,Champion
13687,439,1,11880.84,11880.84,United Kingdom,1,2,5,8,At-Risk
18226,45,26,11878.88,456.88,United Kingdom,4,5,5,14,Champion
12705,16,14,11762.1,840.15,Germany,5,5,5,15,Champion
14426,24,17,11727.94,689.88,United Kingdom,4,5,5,14,Champion
13102,2,37,11696.92,316.13,United Kingdom,5,5,5,15,Champion
13004,12,36,11650.85,323.63,United Kingdom,5,5,5,15,Champion
13576,11,28,11551.74,412.56,United Kingdom,5,5,5,15,Champion
15218,11,22,11516.57,523.48,United Kingdom,5,5,5,15,Champion
12668,12,10,11444.68,1144.47,Germany,5,5,5,15,Champion
13680,2,12,11435.67,952.97,United Kingdom,5,5,5,15,Champion
14016,162,11,11403.41,1036.67,EIRE,3,5,5,13,Champion
17809,17,20,11337.39,566.87,United Kingdom,5,5,5,15,Champion
14045,110,16,11313.03,707.06,United Kingdom,3,5,5,13,Champion
15874,64,21,11284.76,537.37,United Kingdom,3,5,5,13,Champion
12539,23,7,11214.75,1602.11,Spain,4,4,5,13,Champion
18055,8,14,11195.57,799.68,United Kingdom,5,5,5,15,Champion
12524,10,17,11126.11,654.48,Germany,5,5,5,15,Champion
14134,383,15,11123.35,741.56,United Kingdom,2,5,5,12,Loyal
13941,22,15,11122.3,741.49,United Kingdom,4,5,5,14,Champion
12918,627,1,10953.5,10953.5,United Kingdom,1,1,5,7,At-Risk
16985,18,23,10923.16,474.92,United Kingdom,5,5,5,15,Champion
14796,2,27,10889.64,403.32,United Kingdom,5,5,5,15,Champion
18052,565,1,10877.18,10877.18,United Kingdom,1,2,5,8,At-Risk
12431,36,27,10857.97,402.15,Australia,4,5,5,14,Champion
16033,6,27,10836.13,401.34,United Kingdom,5,5,5,15,Champion
15694,1,24,10810.81,450.45,United Kingdom,5,5,5,15,Champion
18229,12,28,10803.71,385.85,United Kingdom,5,5,5,15,Champion
16984,89,9,10754.8,1194.98,United Kingdom,3,5,5,13,Champion
16327,15,16,10731.34,670.71,United Kingdom,5,5,5,15,Champion
16168,11,66,10636.47,161.16,United Kingdom,5,5,5,15,Champion
13324,37,18,10513.47,584.08,United Kingdom,4,5,5,14,Champion
15290,5,26,10496.28,403.7,United Kingdom,5,5,5,15,Champion
16782,11,38,10438.41,274.69,United Kingdom,5,5,5,15,Champion
14028,551,3,10396.5,3465.5,United Kingdom,1,3,5,9,At-Risk
15296,51,12,10342.83,861.9,United Kingdom,4,5,5,14,Champion
14422,1,19,10271.52,540.61,United Kingdom,5,5,5,15,Champion
15719,33,31,10223.06,329.78,United Kingdom,4,5,5,14,Champion
17160,32,17,10209.16,600.54,United Kingdom,4,5,5,14,Champion
15805,24,30,10189.23,339.64,United Kingdom,4,5,5,14,Champion
13599,2,33,10167.63,308.11,United Kingdom,5,5,5,15,Champion
15547,8,26,10154.39,390.55,United Kingdom,5,5,5,15,Champion
14085,3,33,10104.97,306.21,United Kingdom,5,5,5,15,Champion
12839,3,26,10071.73,387.37,United Kingdom,5,5,5,15,Champion
12766,4,9,10068.28,1118.7,Portugal,5,5,5,15,Champion
13985,5,22,10020.86,455.49,United Kingdom,5,5,5,15,Champion
16353,4,38,9999.46,263.14,United Kingdom,5,5,5,15,Champion
14755,10,25,9972.55,398.9,United Kingdom,5,5,5,15,Champion
16182,73,9,9971.65,1107.96,United Kingdom,3,5,5,13,Champion
18260,173,23,9962.11,433.14,United Kingdom,3,5,5,13,Champion
14101,74,13,9961.93,766.3,United Kingdom,3,5,5,13,Champion
16131,52,12,9957.42,829.79,United Kingdom,4,5,5,14,Champion
17049,3,19,9947.48,523.55,United Kingdom,5,5,5,15,Champion
14329,18,15,9927.22,661.81,United Kingdom,5,5,5,15,Champion
17230,265,18,9924.95,551.39,United Kingdom,2,5,5,12,Loyal
16701,9,26,9916.73,381.41,United Kingdom,5,5,5,15,Champion
12758,117,7,9903.24,1414.75,Portugal,3,4,5,12,Loyal
18109,2,38,9893.96,260.37,United Kingdom,5,5,5,15,Champion
13327,39,20,9879.48,493.97,United Kingdom,4,5,5,14,Champion
12590,212,2,9864.26,4932.13,Germany,2,2,5,9,At-Risk
14828,197,13,9839.46,756.88,United Kingdom,2,5,5,12,Loyal
12490,6,21,9823.64,467.79,France,5,5,5,15,Champion
13735,25,13,9813.22,754.86,United Kingdom,4,5,5,14,Champion
14944,30,19,9784.67,514.98,United Kingdom,4,5,5,14,Champion
17306,11,21,9782.35,465.83,United Kingdom,5,5,5,15,Champion
13018,17,35,9763.16,278.95,United Kingdom,5,5,5,15,Champion
13267,3,36,9758.26,271.06,United Kingdom,5,5,5,15,Champion
13069,1,38,9683.13,254.82,United Kingdom,5,5,5,15,Champion
12380,22,11,9676.3,879.66,Belgium,4,5,5,14,Champion
17315,2,43,9650.6,224.43,United Kingdom,5,5,5,15,Champion
14135,2,24,9643.92,401.83,United Kingdom,5,5,5,15,Champion
17811,5,47,9609.8,204.46,United Kingdom,5,5,5,15,Champion
17504,207,18,9565.12,531.4,United Kingdom,2,5,5,12,Loyal
14091,655,2,9530.08,4765.04,United Kingdom,1,2,5,8,At-Risk
14060,5,30,9519.08,317.3,United Kingdom,5,5,5,15,Champion
13999,11,29,9502.26,327.66,United Kingdom,5,5,5,15,Champion
13174,17,12,9494.84,791.24,United Kingdom,5,5,5,15,Champion
15298,3,23,9459.37,411.28,United Kingdom,5,5,5,15,Champion
14146,9,12,9450.3,787.53,United Kingdom,5,5,5,15,Champion
15727,17,15,9445.51,629.7,United Kingdom,5,5,5,15,Champion
14439,320,5,9443.04,1888.61,Greece,2,4,5,11,Loyal
16550,109,18,9435.13,524.17,United Kingdom,3,5,5,13,Champion
17757,2,56,9422.45,168.26,United Kingdom,5,5,5,15,Champion
13758,12,15,9416.98,627.8,United Kingdom,5,5,5,15,Champion
15981,25,21,9362.77,445.85,United Kingdom,4,5,5,14,Champion
15570,8,25,9311.04,372.44,United Kingdom,5,5,5,15,Champion
12747,3,26,9276.54,356.79,United Kingdom,5,5,5,15,Champion
13162,123,16,9275.49,579.72,United Kingdom,3,5,5,13,Champion
15249,32,18,9266.0,514.78,United Kingdom,4,5,5,14,Champion
14367,9,16,9261.52,578.85,United Kingdom,5,5,5,15,Champion
13448,17,13,9240.87,710.84,United Kingdom,5,5,5,15,Champion
14292,8,16,9226.25,576.64,United Kingdom,5,5,5,15,Champion
13756,3,23,9207.5,400.33,United Kingdom,5,5,5,15,Champion
15260,101,25,9188.23,367.53,United Kingdom,3,5,5,13,Champion
16700,9,25,9167.71,366.71,United Kingdom,5,5,5,15,Champion
17068,13,47,9161.08,194.92,United Kingdom,5,5,5,15,Champion
16709,85,14,9087.46,649.1,United Kingdom,3,5,5,13,Champion
15867,6,31,9063.95,292.39,United Kingdom,5,5,5,15,Champion
15939,90,16,9060.39,566.27,United Kingdom,3,5,5,13,Champion
17576,9,41,9056.81,220.9,United Kingdom,5,5,5,15,Champion
12755,281,11,9030.66,820.97,Japan,2,5,5,12,Loyal
16186,23,26,9026.11,347.16,United Kingdom,4,5,5,14,Champion
15150,18,13,9001.08,692.39,United Kingdom,5,5,5,15,Champion
13555,74,13,8999.19,692.25,United Kingdom,3,5,5,13,Champion
16722,18,22,8989.08,408.59,United Kingdom,5,5,5,15,Champion
15903,10,12,8939.84,744.99,United Kingdom,5,5,5,15,Champion
12359,58,10,8935.94,893.59,Cyprus,4,5,5,14,Champion
13269,2,28,8891.7,317.56,United Kingdom,5,5,5,15,Champion
14709,16,25,8886.33,355.45,United Kingdom,5,5,5,15,Champion
17396,40,14,8807.1,629.08,United Kingdom,4,5,5,14,Champion
13047,32,24,8795.16,366.47,United Kingdom,4,5,5,14,Champion
15984,3,30,8759.32,291.98,United Kingdom,5,5,5,15,Champion
16532,18,5,8756.64,1751.33,United Kingdom,5,4,5,14,Champion
18041,12,38,8752.38,230.33,United Kingdom,5,5,5,15,Champion
12957,10,13,8706.97,669.77,United Kingdom,5,5,5,15,Champion
13263,2,39,8704.69,223.2,United Kingdom,5,5,5,15,Champion
15955,25,22,8658.36,393.56,United Kingdom,4,5,5,14,Champion
15497,18,9,8657.39,961.93,United Kingdom,5,5,5,15,Champion
13148,30,26,8621.81,331.61,United Kingdom,4,5,5,14,Champion
16945,22,33,8548.16,259.04,United Kingdom,4,5,5,14,Champion
15281,59,16,8543.57,533.97,United Kingdom,4,5,5,14,Champion
15270,16,21,8524.86,405.95,United Kingdom,5,5,5,15,Champion
15786,47,5,8514.82,1702.96,United Kingdom,4,4,5,13,Champion
12798,11,4,8510.93,2127.73,Japan,5,4,5,14,Champion
13209,31,13,8509.51,654.58,United Kingdom,4,5,5,14,Champion
13715,282,17,8483.29,499.02,United Kingdom,2,5,5,12,Loyal
14286,24,7,8479.76,1211.39,United Kingdom,4,4,5,13,Champion
18139,18,6,8438.34,1406.39,United Kingdom,5,4,5,14,Champion
14160,611,7,8421.47,1203.07,United Kingdom,1,4,5,10,Loyal
14057,24,22,8408.84,382.22,United Kingdom,4,5,5,14,Champion
13206,401,13,8377.32,644.41,United Kingdom,2,5,5,12,Loyal
17611,8,28,8371.98,299.0,United Kingdom,5,5,5,15,Champion
14676,32,12,8356.79,696.4,United Kingdom,4,5,5,14,Champion
12643,129,12,8350.42,695.87,France,3,5,5,13,Champion
12637,68,12,8340.31,695.03,France,3,5,5,13,Champion
15034,16,14,8313.4,593.81,United Kingdom,5,5,5,15,Champion
15998,37,16,8308.34,519.27,United Kingdom,4,5,5,14,Champion
17686,8,9,8296.81,921.87,United Kingdom,5,5,5,15,Champion
14030,19,20,8262.29,413.11,United Kingdom,5,5,5,15,Champion
12720,3,30,8260.67,275.36,Germany,5,5,5,15,Champion
14525,20,17,8240.64,484.74,United Kingdom,5,5,5,15,Champion
17365,13,15,8224.98,548.33,United Kingdom,5,5,5,15,Champion
13381,32,12,8224.37,685.36,United Kingdom,4,5,5,14,Champion
14056,2,23,8214.65,357.16,United Kingdom,5,5,5,15,Champion
14395,3,20,8208.01,410.4,United Kingdom,5,5,5,15,Champion
13139,17,8,8202.98,1025.37,United Kingdom,5,4,5,14,Champion
13426,1,22,8167.38,371.24,United Kingdom,5,5,5,15,Champion
15544,10,20,8162.43,408.12,United Kingdom,5,5,5,15,Champion
16672,3,20,8134.94,406.75,United Kingdom,5,5,5,15,Champion
13869,124,10,8111.57,811.16,United Kingdom,3,5,5,13,Champion
17593,4,11,8095.8,735.98,United Kingdom,5,5,5,15,Champion
17426,9,13,8077.77,621.37,United Kingdom,5,5,5,15,Champion
16767,31,15,8073.8,538.25,United Kingdom,4,5,5,14,Champion
16670,17,20,8030.15,401.51,United Kingdom,5,5,5,15,Champion
16556,67,17,8012.58,471.33,United Kingdom,3,5,5,13,Champion
15299,68,10,7991.54,799.15,United Kingdom,3,5,5,13,Champion
12428,26,9,7956.46,884.05,Finland,4,5,5,14,Champion
14159,20,20,7938.01,396.9,United Kingdom,4,5,5,14,Champion
16303,26,7,7928.27,1132.61,United Kingdom,4,4,5,13,Champion
12867,27,13,7913.29,608.71,United Kingdom,4,5,5,14,Champion
14291,2,23,7904.1,343.66,United Kingdom,5,5,5,15,Champion
17085,124,28,7891.41,281.84,United Kingdom,3,5,5,13,Champion
13871,23,17,7885.85,463.87,United Kingdom,4,5,5,14,Champion
12757,16,13,7857.1,604.39,Portugal,5,5,5,15,Champion
15622,44,17,7852.61,461.92,United Kingdom,4,5,5,14,Champion
14282,4,25,7849.66,313.99,United Kingdom,5,5,5,15,Champion
15046,10,25,7812.39,312.5,United Kingdom,5,5,5,15,Champion
17091,3,19,7811.1,411.11,United Kingdom,5,5,5,15,Champion
16592,5,28,7807.91,278.85,United Kingdom,5,5,5,15,Champion
15581,121,38,7794.59,205.12,United Kingdom,3,5,5,13,Champion
17409,185,10,7793.51,779.35,United Kingdom,3,5,5,13,Champion
17238,3,32,7783.1,243.22,United Kingdom,5,5,5,15,Champion
14800,48,17,7774.32,457.31,United Kingdom,4,5,5,14,Champion
17730,4,20,7773.8,388.69,United Kingdom,5,5,5,15,Champion
17739,12,18,7730.59,429.48,United Kingdom,5,5,5,15,Champion
13534,3,35,7720.9,220.6,United Kingdom,5,5,5,15,Champion
