CustomerID,recency_days,frequency,monetary,monetary_tier,churn_segment
16176,422,4,2052.69,Q3_MidHigh,Lost
13874,359,7,2049.15,Q3_MidHigh,Lapsed
16027,92,15,2048.36,Q3_MidHigh,At-Risk
13663,180,5,2047.51,Q3_MidHigh,At-Risk
14000,212,5,2046.34,Q3_MidHigh,Lapsed
12585,235,2,2040.1,Q3_MidHigh,Lapsed
16214,171,4,2038.25,Q3_MidHigh,At-Risk
16331,433,6,2037.7,Q3_MidHigh,Lost
14225,435,4,2037.02,Q3_MidHigh,Lost
17337,152,4,2027.87,Q3_MidHigh,At-Risk
15384,170,4,2027.79,Q3_MidHigh,At-Risk
12873,283,3,2027.3,Q3_MidHigh,Lapsed
12418,113,4,2021.2,Q3_MidHigh,At-Risk
13696,422,3,2020.4,Q3_MidHigh,Lost
16197,470,9,2016.71,Q3_MidHigh,Lost
17152,195,4,2016.5,Q3_MidHigh,Lapsed
16529,191,4,2012.0,Q3_MidHigh,Lapsed
13693,375,9,2011.82,Q3_MidHigh,Lost
14628,92,5,1998.0,Q3_MidHigh,At-Risk
16698,227,2,1998.0,Q3_MidHigh,Lapsed
15481,402,1,1993.34,Q3_MidHigh,Lost
14301,118,4,1992.18,Q3_MidHigh,At-Risk
13889,93,6,1991.23,Q3_MidHigh,At-Risk
15192,120,5,1981.39,Q3_MidHigh,At-Risk
12582,239,4,1980.4,Q3_MidHigh,Lapsed
15795,150,8,1979.87,Q3_MidHigh,At-Risk
14905,158,8,1971.39,Q3_MidHigh,At-Risk
16032,457,6,1970.45,Q3_MidHigh,Lost
12399,120,7,1962.3,Q3_MidHigh,At-Risk
15789,359,6,1962.01,Q3_MidHigh,Lapsed
17039,605,1,1954.99,Q3_MidHigh,Lost
15885,93,15,1951.82,Q3_MidHigh,At-Risk
16993,464,2,1950.95,Q3_MidHigh,Lost
16788,124,5,1950.3,Q3_MidHigh,At-Risk
15425,401,4,1944.57,Q3_MidHigh,Lost
12385,380,1,1938.4,Q3_MidHigh,Lost
16619,264,4,1938.33,Q3_MidHigh,Lapsed
16859,145,7,1932.41,Q3_MidHigh,At-Risk
14492,431,7,1921.91,Q3_MidHigh,Lost
18220,227,6,1921.76,Q3_MidHigh,Lapsed
12644,130,4,1918.49,Q3_MidHigh,At-Risk
16692,257,4,1914.7,Q3_MidHigh,Lapsed
12947,144,6,1908.03,Q3_MidHigh,At-Risk
17046,158,5,1906.07,Q3_MidHigh,At-Risk
14127,123,6,1900.08,Q3_MidHigh,At-Risk
14224,111,9,1897.9,Q3_MidHigh,At-Risk
17560,95,8,1895.8,Q3_MidHigh,At-Risk
14327,164,6,1894.93,Q3_MidHigh,At-Risk
15248,412,3,1893.93,Q3_MidHigh,Lost
16631,482,7,1892.52,Q3_MidHigh,Lost
15381,214,5,1890.57,Q3_MidHigh,Lapsed
17341,157,5,1889.83,Q3_MidHigh,At-Risk
17259,149,6,1889.34,Q3_MidHigh,At-Risk
16172,96,8,1884.55,Q3_MidHigh,At-Risk
14130,320,4,1882.67,Q3_MidHigh,Lapsed
16725,303,14,1882.11,Q3_MidHigh,Lapsed
14403,131,6,1880.51,Q3_MidHigh,At-Risk
18151,135,6,1879.44,Q3_MidHigh,At-Risk
16917,277,2,1857.83,Q3_MidHigh,Lapsed
12383,185,5,1850.56,Q3_MidHigh,Lapsed
12507,135,4,1844.06,Q3_MidHigh,At-Risk
14870,262,6,1838.95,Q3_MidHigh,Lapsed
16175,95,7,1836.44,Q3_MidHigh,At-Risk
15402,149,6,1830.54,Q3_MidHigh,At-Risk
16152,269,1,1829.04,Q3_MidHigh,Lapsed
16797,394,5,1827.77,Q3_MidHigh,Lost
17642,120,5,1824.49,Q3_MidHigh,At-Risk
13561,216,11,1820.72,Q3_MidHigh,Lapsed
15736,436,2,1815.72,Q3_MidHigh,Lost
16634,223,6,1814.61,Q3_MidHigh,Lapsed
14915,92,11,1811.25,Q3_MidHigh,At-Risk
15972,457,5,1810.27,Q3_MidHigh,Lost
15133,128,5,1806.9,Q3_MidHigh,At-Risk
15889,157,8,1806.28,Q3_MidHigh,At-Risk
17165,285,6,1794.32,Q3_MidHigh,Lapsed
14850,312,7,1794.01,Q3_MidHigh,Lapsed
13711,219,9,1792.26,Q3_MidHigh,Lapsed
12369,414,3,1791.15,Q3_MidHigh,Lost
16611,187,6,1785.13,Q3_MidHigh,Lapsed
18214,531,4,1780.34,Q3_MidHigh,Lost
12908,177,5,1776.0,Q3_MidHigh,At-Risk
13920,432,4,1774.68,Q3_MidHigh,Lost
16124,318,4,1772.49,Q3_MidHigh,Lapsed
14933,444,4,1770.0,Q3_MidHigh,Lost
13648,401,8,1764.02,Q3_MidHigh,Lost
15777,242,7,1762.61,Q3_MidHigh,Lapsed
12809,178,3,1755.94,Q3_MidHigh,At-Risk
14584,170,8,1747.91,Q3_MidHigh,At-Risk
15976,166,6,1746.64,Q3_MidHigh,At-Risk
17695,132,5,1746.04,Q3_MidHigh,At-Risk
14692,138,12,1745.09,Q3_MidHigh,At-Risk
16087,390,5,1739.92,Q3_MidHigh,Lost
13531,206,6,1738.52,Q3_MidHigh,Lapsed
13240,97,8,1738.52,Q3_MidHigh,At-Risk
17268,108,11,1733.89,Q3_MidHigh,At-Risk
14400,150,3,1732.47,Q3_MidHigh,At-Risk
14304,223,3,1725.01,Q3_MidHigh,Lapsed
16010,246,11,1724.06,Q3_MidHigh,Lapsed
14021,156,7,1716.58,Q3_MidHigh,At-Risk
13665,387,3,1711.66,Q3_MidHigh,Lost
16654,142,8,1711.47,Q3_MidHigh,At-Risk
12405,149,1,1710.39,Q3_MidHigh,At-Risk
15607,337,9,1708.97,Q3_MidHigh,Lapsed
16902,117,1,1706.88,Q3_MidHigh,At-Risk
16398,155,2,1705.8,Q3_MidHigh,At-Risk
16329,428,4,1703.07,Q3_MidHigh,Lost
12693,128,7,1703.02,Q3_MidHigh,At-Risk
15911,624,8,1702.34,Q3_MidHigh,Lost
15326,334,5,1700.52,Q3_MidHigh,Lapsed
12932,540,8,1698.56,Q3_MidHigh,Lost
17694,142,3,1695.97,Q3_MidHigh,At-Risk
12764,317,1,1693.88,Q3_MidHigh,Lapsed
14245,220,2,1693.45,Q3_MidHigh,Lapsed
14078,102,9,1692.63,Q3_MidHigh,At-Risk
13294,190,3,1689.53,Q3_MidHigh,Lapsed
12813,502,3,1687.8,Q3_MidHigh,Lost
15732,213,10,1682.07,Q3_MidHigh,Lapsed
12911,552,1,1680.47,Q3_MidHigh,Lost
14643,171,5,1679.89,Q3_MidHigh,At-Risk
13800,310,3,1679.56,Q3_MidHigh,Lapsed
13649,257,6,1678.88,Q3_MidHigh,Lapsed
12870,376,3,1676.95,Q3_MidHigh,Lost
14831,681,3,1676.57,Q3_MidHigh,Lost
15167,321,5,1659.67,Q3_MidHigh,Lapsed
16625,275,5,1654.03,Q3_MidHigh,Lapsed
18085,331,4,1645.75,Q3_MidHigh,Lapsed
15013,488,10,1641.3,Q3_MidHigh,Lost
13506,317,5,1639.2,Q3_MidHigh,Lapsed
14420,100,4,1639.17,Q3_MidHigh,At-Risk
13554,381,7,1638.28,Q3_MidHigh,Lost
15310,479,1,1634.64,Q3_MidHigh,Lost
18062,174,6,1632.67,Q3_MidHigh,At-Risk
16256,267,3,1629.37,Q3_MidHigh,Lapsed
13154,400,3,1624.84,Q3_MidHigh,Lost
14695,520,3,1620.07,Q3_MidHigh,Lost
15422,324,7,1619.97,Q3_MidHigh,Lapsed
16801,164,4,1619.73,Q3_MidHigh,At-Risk
17814,376,2,1617.32,Q3_MidHigh,Lost
16461,178,3,1615.22,Q3_MidHigh,At-Risk
16860,453,3,1610.62,Q3_MidHigh,Lost
13900,184,6,1610.59,Q3_MidHigh,Lapsed
13249,93,9,1608.93,Q3_MidHigh,At-Risk
17853,408,3,1608.19,Q3_MidHigh,Lost
14920,213,3,1607.17,Q3_MidHigh,Lapsed
15325,104,8,1602.01,Q3_MidHigh,At-Risk
14885,132,3,1598.12,Q3_MidHigh,At-Risk
13740,241,5,1597.77,Q3_MidHigh,Lapsed
12514,268,2,1597.76,Q3_MidHigh,Lapsed
13850,130,1,1595.48,Q3_MidHigh,At-Risk
13239,262,5,1594.69,Q3_MidHigh,Lapsed
17028,582,3,1593.83,Q3_MidHigh,Lost
13752,125,7,1590.73,Q3_MidHigh,At-Risk
16092,115,6,1587.94,Q3_MidHigh,At-Risk
13156,386,3,1586.54,Q3_MidHigh,Lost
16096,265,4,1584.97,Q3_MidHigh,Lapsed
15279,355,5,1580.54,Q3_MidHigh,Lapsed
13202,395,7,1580.3,Q3_MidHigh,Lost
17649,139,3,1578.89,Q3_MidHigh,At-Risk
12549,576,6,1575.68,Q3_MidHigh,Lost
13337,547,1,1575.26,Q3_MidHigh,Lost
14489,208,4,1574.93,Q3_MidHigh,Lapsed
14136,401,5,1570.81,Q3_MidHigh,Lost
15074,106,3,1566.33,Q3_MidHigh,At-Risk
17851,423,6,1563.34,Q3_MidHigh,Lost
12629,386,2,1558.22,Q3_MidHigh,Lost
13042,599,3,1556.54,Q3_MidHigh,Lost
15149,134,5,1554.61,Q3_MidHigh,At-Risk
13360,432,4,1553.65,Q3_MidHigh,Lost
13377,397,2,1552.88,Q3_MidHigh,Lost
14186,428,5,1550.63,Q3_MidHigh,Lost
12926,412,4,1548.46,Q3_MidHigh,Lost
17454,193,10,1547.94,Q3_MidHigh,Lapsed
13783,488,4,1542.09,Q3_MidHigh,Lost
12818,262,1,1542.08,Q3_MidHigh,Lapsed
16835,129,6,1538.41,Q3_MidHigh,At-Risk
15798,493,3,1535.37,Q3_MidHigh,Lost
13402,128,4,1535.13,Q3_MidHigh,At-Risk
16714,219,4,1529.8,Q3_MidHigh,Lapsed
17610,541,5,1529.49,Q3_MidHigh,Lost
14068,321,4,1528.37,Q3_MidHigh,Lapsed
17990,237,6,1527.61,Q3_MidHigh,Lapsed
16340,108,3,1526.06,Q3_MidHigh,At-Risk
14055,107,3,1520.96,Q3_MidHigh,At-Risk
15574,178,6,1518.7,Q3_MidHigh,At-Risk
14264,155,6,1517.36,Q3_MidHigh,At-Risk
14267,163,3,1516.24,Q3_MidHigh,At-Risk
13791,128,2,1516.0,Q3_MidHigh,At-Risk
14220,248,4,1515.0,Q3_MidHigh,Lapsed
14682,188,6,1514.81,Q3_MidHigh,Lapsed
13370,372,1,1509.74,Q3_MidHigh,Lost
16037,270,5,1509.34,Q3_MidHigh,Lapsed
18074,374,2,1509.04,Q3_MidHigh,Lost
13158,95,5,1508.18,Q3_MidHigh,At-Risk
15261,136,4,1508.0,Q3_MidHigh,At-Risk
17179,179,6,1507.26,Q3_MidHigh,At-Risk
16450,150,3,1505.73,Q3_MidHigh,At-Risk
14802,439,2,1502.98,Q3_MidHigh,Lost
15590,383,5,1496.6,Q3_MidHigh,Lost
