CustomerID,Recency,Frequency,Monetary,AvgOrderValue,FirstPurchase,LastPurchase,Country
15482,16,19,14592.56,768.03,2009-12-02,2011-11-24,United Kingdom
16713,19,32,14560.69,455.02,2009-12-15,2011-11-21,United Kingdom
17448,498,46,14556.97,316.46,2010-03-04,2010-07-30,United Kingdom
14299,9,27,14499.49,537.02,2009-12-02,2011-12-01,United Kingdom
12583,3,27,14447.44,535.09,2009-12-06,2011-12-07,France
15093,19,23,14326.11,622.87,2009-12-08,2011-11-21,United Kingdom
12476,16,23,14115.41,613.71,2010-07-26,2011-11-24,Germany
17017,3,29,14110.61,486.57,2009-12-03,2011-12-07,United Kingdom
15005,16,56,14106.2,251.9,2009-12-01,2011-11-24,United Kingdom
13090,9,24,14103.09,587.63,2010-08-02,2011-12-01,United Kingdom
12714,10,12,14093.71,1174.48,2009-12-04,2011-11-30,France
13178,27,21,14059.19,669.49,2009-12-16,2011-11-13,United Kingdom
17589,61,18,14049.87,780.55,2010-03-07,2011-10-10,United Kingdom
18223,5,26,14000.85,538.49,2009-12-04,2011-12-05,United Kingdom
15502,16,14,13993.47,999.53,2010-06-03,2011-11-24,United Kingdom
12435,80,6,13925.93,2320.99,2009-12-02,2011-09-21,Denmark
15760,631,2,13916.34,6958.17,2010-03-19,2010-03-19,Norway
16558,1,38,13873.51,365.09,2009-12-03,2011-12-09,United Kingdom
15291,26,40,13846.56,346.16,2009-12-03,2011-11-14,United Kingdom
15032,257,8,13780.65,1722.58,2009-12-10,2011-03-28,United Kingdom
15382,15,12,13733.55,1144.46,2009-12-04,2011-11-25,United Kingdom
12567,23,15,13709.86,913.99,2010-02-11,2011-11-17,France
12989,4,33,13551.75,410.66,2009-12-10,2011-12-06,United Kingdom
13468,2,72,13390.51,185.98,2009-12-03,2011-12-08,United Kingdom
13097,33,28,13389.22,478.19,2009-12-01,2011-11-07,United Kingdom
16923,13,32,13378.36,418.07,2010-01-31,2011-11-27,United Kingdom
15738,19,41,13372.97,326.17,2009-12-10,2011-11-21,United Kingdom
13629,24,19,13370.86,703.73,2010-02-11,2011-11-16,United Kingdom
13969,8,35,13365.87,381.88,2010-03-25,2011-12-02,United Kingdom
14049,17,13,13239.03,1018.39,2010-04-01,2011-11-23,United Kingdom
13316,38,10,13191.57,1319.16,2010-03-10,2011-11-02,United Kingdom
16549,11,34,13182.19,387.71,2010-03-28,2011-11-29,United Kingdom
13668,3,35,13089.94,374.0,2009-12-11,2011-12-07,United Kingdom
18225,4,26,13054.26,502.09,2009-12-04,2011-12-06,United Kingdom
14110,4,33,12987.95,393.57,2009-12-01,2011-12-06,United Kingdom
16161,2,43,12831.8,298.41,2010-02-08,2011-12-08,United Kingdom
13952,218,14,12823.52,915.97,2009-12-16,2011-05-06,United Kingdom
17858,6,30,12797.65,426.59,2009-12-06,2011-12-04,United Kingdom
12683,5,21,12696.78,604.61,2009-12-13,2011-12-05,France
12437,2,39,12683.4,325.22,2009-12-02,2011-12-08,France
12451,11,8,12669.88,1583.74,2010-06-28,2011-11-29,Switzerland
15465,20,32,12655.65,395.49,2009-12-10,2011-11-20,United Kingdom
14040,41,35,12645.57,361.3,2009-12-01,2011-10-30,United Kingdom
13013,2,29,12625.77,435.37,2009-12-14,2011-12-08,United Kingdom
12536,44,3,12601.83,4200.61,2011-10-11,2011-10-27,France
16814,15,36,12499.71,347.21,2010-04-11,2011-11-25,United Kingdom
15194,4,28,12427.69,443.85,2009-12-03,2011-12-06,United Kingdom
12474,18,31,12424.45,400.79,2010-02-11,2011-11-22,Germany
14936,34,12,12410.81,1034.23,2010-05-05,2011-11-06,Channel Islands
16000,3,3,12393.7,4131.23,2011-12-07,2011-12-07,United Kingdom
12481,23,15,12361.39,824.09,2010-04-11,2011-11-17,Germany
13050,15,35,12344.53,352.7,2009-12-15,2011-11-25,United Kingdom
14739,5,25,12287.5,491.5,2009-12-02,2011-12-05,United Kingdom
13854,9,39,12253.96,314.2,2010-01-08,2011-12-01,United Kingdom
14735,4,56,12240.16,218.57,2009-12-04,2011-12-06,United Kingdom
13418,12,31,12233.6,394.63,2009-12-11,2011-11-28,United Kingdom
15023,4,20,12170.68,608.53,2010-02-03,2011-12-06,United Kingdom
15144,9,29,12160.31,419.32,2009-12-13,2011-12-01,United Kingdom
17338,18,17,12142.57,714.27,2010-03-10,2011-11-22,United Kingdom
15555,13,36,12112.35,336.45,2009-12-06,2011-11-27,United Kingdom
14415,2,23,12091.6,525.72,2009-12-16,2011-12-08,United Kingdom
17364,1,28,12070.42,431.09,2009-12-07,2011-12-09,United Kingdom
14505,18,19,12001.84,631.68,2009-12-09,2011-11-22,United Kingdom
17044,26,12,11962.3,996.86,2009-12-07,2011-11-14,United Kingdom
13458,8,16,11959.27,747.45,2010-11-16,2011-12-02,United Kingdom
16258,46,15,11942.52,796.17,2010-03-10,2011-10-25,United Kingdom
16523,2,28,11916.33,425.58,2010-01-24,2011-12-08,United Kingdom
13687,439,1,11880.84,11880.84,2010-09-27,2010-09-27,United Kingdom
18226,45,26,11878.88,456.88,2010-03-05,2011-10-26,United Kingdom
12705,16,14,11762.1,840.15,2010-06-24,2011-11-24,Germany
14426,24,17,11727.94,689.88,2010-03-04,2011-11-16,United Kingdom
13102,2,37,11696.92,316.13,2010-05-06,2011-12-08,United Kingdom
13004,12,36,11650.85,323.63,2009-12-15,2011-11-28,United Kingdom
13576,11,28,11551.74,412.56,2009-12-08,2011-11-29,United Kingdom
15218,11,22,11516.57,523.48,2010-01-26,2011-11-29,United Kingdom
12668,12,10,11444.68,1144.47,2010-01-31,2011-11-28,Germany
13680,2,12,11435.67,952.97,2009-12-04,2011-12-08,United Kingdom
14016,162,11,11403.41,1036.67,2010-01-08,2011-07-01,EIRE
17809,17,20,11337.39,566.87,2009-12-02,2011-11-23,United Kingdom
14045,110,16,11313.03,707.06,2010-01-08,2011-08-22,United Kingdom
15874,64,21,11284.76,537.37,2010-01-07,2011-10-07,United Kingdom
12539,23,7,11214.75,1602.11,2009-12-23,2011-11-17,Spain
18055,8,14,11195.57,799.68,2010-10-22,2011-12-02,United Kingdom
12524,10,17,11126.11,654.48,2010-02-08,2011-11-30,Germany
14134,383,15,11123.35,741.56,2009-12-10,2010-11-22,United Kingdom
13941,22,15,11122.3,741.49,2009-12-16,2011-11-18,United Kingdom
12918,627,1,10953.5,10953.5,2010-03-23,2010-03-23,United Kingdom
16985,18,23,10923.16,474.92,2009-12-10,2011-11-22,United Kingdom
14796,2,27,10889.64,403.32,2009-12-14,2011-12-08,United Kingdom
18052,565,1,10877.18,10877.18,2010-05-24,2010-05-24,United Kingdom
12431,36,27,10857.97,402.15,2010-01-15,2011-11-04,Australia
16033,6,27,10836.13,401.34,2010-08-11,2011-12-04,United Kingdom
15694,1,24,10810.81,450.45,2009-12-07,2011-12-09,United Kingdom
18229,12,28,10803.71,385.85,2009-12-03,2011-11-28,United Kingdom
16984,89,9,10754.8,1194.98,2010-03-07,2011-09-12,United Kingdom
16327,15,16,10731.34,670.71,2009-12-14,2011-11-25,United Kingdom
16168,11,66,10636.47,161.16,2009-12-03,2011-11-29,United Kingdom
13324,37,18,10513.47,584.08,2010-05-25,2011-11-03,United Kingdom
15290,5,26,10496.28,403.7,2010-02-24,2011-12-05,United Kingdom
16782,11,38,10438.41,274.69,2009-12-09,2011-11-29,United Kingdom
14028,551,3,10396.5,3465.5,2010-06-07,2010-06-07,United Kingdom
15296,51,12,10342.83,861.9,2010-01-21,2011-10-20,United Kingdom
14422,1,19,10271.52,540.61,2009-12-17,2011-12-09,United Kingdom
15719,33,31,10223.06,329.78,2009-12-01,2011-11-07,United Kingdom
17160,32,17,10209.16,600.54,2009-12-04,2011-11-08,United Kingdom
15805,24,30,10189.23,339.64,2009-12-10,2011-11-16,United Kingdom
13599,2,33,10167.63,308.11,2009-12-01,2011-12-08,United Kingdom
15547,8,26,10154.39,390.55,2009-12-06,2011-12-02,United Kingdom
14085,3,33,10104.97,306.21,2009-12-08,2011-12-07,United Kingdom
12839,3,26,10071.73,387.37,2009-12-07,2011-12-07,United Kingdom
12766,4,9,10068.28,1118.7,2010-10-28,2011-12-06,Portugal
13985,5,22,10020.86,455.49,2010-02-09,2011-12-05,United Kingdom
16353,4,38,9999.46,263.14,2009-12-07,2011-12-06,United Kingdom
14755,10,25,9972.55,398.9,2009-12-03,2011-11-30,United Kingdom
16182,73,9,9971.65,1107.96,2010-03-09,2011-09-28,United Kingdom
18260,173,23,9962.11,433.14,2009-12-15,2011-06-20,United Kingdom
14101,74,13,9961.93,766.3,2010-03-28,2011-09-27,United Kingdom
16131,52,12,9957.42,829.79,2009-12-02,2011-10-19,United Kingdom
17049,3,19,9947.48,523.55,2010-03-04,2011-12-07,United Kingdom
14329,18,15,9927.22,661.81,2009-12-16,2011-11-22,United Kingdom
17230,265,18,9924.95,551.39,2009-12-08,2011-03-20,United Kingdom
16701,9,26,9916.73,381.41,2009-12-01,2011-12-01,United Kingdom
12758,117,7,9903.24,1414.75,2009-12-01,2011-08-15,Portugal
18109,2,38,9893.96,260.37,2010-07-01,2011-12-08,United Kingdom
13327,39,20,9879.48,493.97,2009-12-18,2011-11-01,United Kingdom
12590,212,2,9864.26,4932.13,2011-05-12,2011-05-12,Germany
14828,197,13,9839.46,756.88,2009-12-07,2011-05-27,United Kingdom
12490,6,21,9823.64,467.79,2009-12-01,2011-12-04,France
13735,25,13,9813.22,754.86,2009-12-13,2011-11-15,United Kingdom
14944,30,19,9784.67,514.98,2010-02-17,2011-11-10,United Kingdom
17306,11,21,9782.35,465.83,2010-11-01,2011-11-29,United Kingdom
13018,17,35,9763.16,278.95,2010-03-01,2011-11-23,United Kingdom
13267,3,36,9758.26,271.06,2009-12-07,2011-12-07,United Kingdom
13069,1,38,9683.13,254.82,2010-06-14,2011-12-09,United Kingdom
12380,22,11,9676.3,879.66,2010-02-15,2011-11-18,Belgium
17315,2,43,9650.6,224.43,2010-09-27,2011-12-08,United Kingdom
14135,2,24,9643.92,401.83,2009-12-02,2011-12-08,United Kingdom
17811,5,47,9609.8,204.46,2010-09-20,2011-12-05,United Kingdom
17504,207,18,9565.12,531.4,2010-02-08,2011-05-17,United Kingdom
14091,655,2,9530.08,4765.04,2010-01-10,2010-02-23,United Kingdom
14060,5,30,9519.08,317.3,2010-03-11,2011-12-05,United Kingdom
13999,11,29,9502.26,327.66,2009-12-05,2011-11-29,United Kingdom
13174,17,12,9494.84,791.24,2009-12-04,2011-11-23,United Kingdom
15298,3,23,9459.37,411.28,2009-12-08,2011-12-07,United Kingdom
14146,9,12,9450.3,787.53,2010-01-13,2011-12-01,United Kingdom
15727,17,15,9445.51,629.7,2010-01-24,2011-11-23,United Kingdom
14439,320,5,9443.04,1888.61,2010-01-21,2011-01-24,Greece
16550,109,18,9435.13,524.17,2009-12-02,2011-08-23,United Kingdom
17757,2,56,9422.45,168.26,2010-01-13,2011-12-08,United Kingdom
13758,12,15,9416.98,627.8,2009-12-01,2011-11-28,United Kingdom
15981,25,21,9362.77,445.85,2010-03-29,2011-11-15,United Kingdom
15570,8,25,9311.04,372.44,2010-03-28,2011-12-02,United Kingdom
12747,3,26,9276.54,356.79,2009-12-07,2011-12-07,United Kingdom
13162,123,16,9275.49,579.72,2009-12-04,2011-08-09,United Kingdom
15249,32,18,9266.0,514.78,2010-03-26,2011-11-08,United Kingdom
14367,9,16,9261.52,578.85,2011-03-08,2011-12-01,United Kingdom
13448,17,13,9240.87,710.84,2009-12-06,2011-11-23,United Kingdom
14292,8,16,9226.25,576.64,2010-03-19,2011-12-02,United Kingdom
13756,3,23,9207.5,400.33,2009-12-15,2011-12-07,United Kingdom
15260,101,25,9188.23,367.53,2009-12-06,2011-08-31,United Kingdom
16700,9,25,9167.71,366.71,2009-12-02,2011-12-01,United Kingdom
17068,13,47,9161.08,194.92,2010-03-28,2011-11-27,United Kingdom
16709,85,14,9087.46,649.1,2009-12-09,2011-09-16,United Kingdom
15867,6,31,9063.95,292.39,2009-12-14,2011-12-04,United Kingdom
15939,90,16,9060.39,566.27,2010-11-30,2011-09-11,United Kingdom
17576,9,41,9056.81,220.9,2009-12-03,2011-12-01,United Kingdom
12755,281,11,9030.66,820.97,2010-01-15,2011-03-04,Japan
16186,23,26,9026.11,347.16,2009-12-09,2011-11-17,United Kingdom
15150,18,13,9001.08,692.39,2010-06-14,2011-11-22,United Kingdom
13555,74,13,8999.19,692.25,2010-01-19,2011-09-27,United Kingdom
16722,18,22,8989.08,408.59,2009-12-03,2011-11-22,United Kingdom
15903,10,12,8939.84,744.99,2010-01-14,2011-11-30,United Kingdom
12359,58,10,8935.94,893.59,2009-12-05,2011-10-13,Cyprus
13269,2,28,8891.7,317.56,2009-12-02,2011-12-08,United Kingdom
14709,16,25,8886.33,355.45,2009-12-05,2011-11-24,United Kingdom
17396,40,14,8807.1,629.08,2010-09-24,2011-10-31,United Kingdom
13047,32,24,8795.16,366.47,2009-12-16,2011-11-08,United Kingdom
15984,3,30,8759.32,291.98,2009-12-01,2011-12-07,United Kingdom
16532,18,5,8756.64,1751.33,2010-03-29,2011-11-22,United Kingdom
18041,12,38,8752.38,230.33,2010-01-14,2011-11-28,United Kingdom
12957,10,13,8706.97,669.77,2009-12-11,2011-11-30,United Kingdom
13263,2,39,8704.69,223.2,2010-10-22,2011-12-08,United Kingdom
15955,25,22,8658.36,393.56,2010-02-23,2011-11-15,United Kingdom
15497,18,9,8657.39,961.93,2009-12-18,2011-11-22,United Kingdom
13148,30,26,8621.81,331.61,2009-12-07,2011-11-10,United Kingdom
16945,22,33,8548.16,259.04,2009-12-09,2011-11-18,United Kingdom
15281,59,16,8543.57,533.97,2010-10-08,2011-10-12,United Kingdom
15270,16,21,8524.86,405.95,2009-12-17,2011-11-24,United Kingdom
15786,47,5,8514.82,1702.96,2010-06-21,2011-10-24,United Kingdom
12798,11,4,8510.93,2127.73,2010-10-14,2011-11-29,Japan
13209,31,13,8509.51,654.58,2010-01-24,2011-11-09,United Kingdom
13715,282,17,8483.29,499.02,2010-03-11,2011-03-03,United Kingdom
14286,24,7,8479.76,1211.39,2009-12-04,2011-11-16,United Kingdom
18139,18,6,8438.34,1406.39,2011-11-21,2011-11-22,United Kingdom
14160,611,7,8421.47,1203.07,2010-01-10,2010-04-08,United Kingdom
14057,24,22,8408.84,382.22,2009-12-03,2011-11-16,United Kingdom
13206,401,13,8377.32,644.41,2009-12-07,2010-11-04,United Kingdom
17611,8,28,8371.98,299.0,2009-12-01,2011-12-02,United Kingdom
14676,32,12,8356.79,696.4,2010-03-10,2011-11-08,United Kingdom
12643,129,12,8350.42,695.87,2010-04-07,2011-08-03,France
12637,68,12,8340.31,695.03,2010-06-14,2011-10-03,France
15034,16,14,8313.4,593.81,2010-05-11,2011-11-24,United Kingdom
15998,37,16,8308.34,519.27,2009-12-01,2011-11-03,United Kingdom
17686,8,9,8296.81,921.87,2010-06-24,2011-12-02,United Kingdom
14030,19,20,8262.29,413.11,2009-12-10,2011-11-21,United Kingdom
12720,3,30,8260.67,275.36,2010-07-21,2011-12-07,Germany
14525,20,17,8240.64,484.74,2009-12-13,2011-11-20,United Kingdom
17365,13,15,8224.98,548.33,2010-02-01,2011-11-27,United Kingdom
13381,32,12,8224.37,685.36,2009-12-01,2011-11-08,United Kingdom
14056,2,23,8214.65,357.16,2011-02-28,2011-12-08,United Kingdom
14395,3,20,8208.01,410.4,2010-04-18,2011-12-07,United Kingdom
13139,17,8,8202.98,1025.37,2010-09-28,2011-11-23,United Kingdom
13426,1,22,8167.38,371.24,2009-12-09,2011-12-09,United Kingdom
15544,10,20,8162.43,408.12,2010-01-28,2011-11-30,United Kingdom
16672,3,20,8134.94,406.75,2011-03-18,2011-12-07,United Kingdom
13869,124,10,8111.57,811.16,2010-01-17,2011-08-08,United Kingdom
17593,4,11,8095.8,735.98,2009-12-04,2011-12-06,United Kingdom
17426,9,13,8077.77,621.37,2010-02-17,2011-12-01,United Kingdom
16767,31,15,8073.8,538.25,2010-04-28,2011-11-09,United Kingdom
16670,17,20,8030.15,401.51,2009-12-10,2011-11-23,United Kingdom
16556,67,17,8012.58,471.33,2009-12-07,2011-10-04,United Kingdom
15299,68,10,7991.54,799.15,2010-01-12,2011-10-03,United Kingdom
12428,26,9,7956.46,884.05,2011-03-01,2011-11-14,Finland
